产品编码,产品名称,产品缩略图,销售价,市场价,评论数,Q&A,促销1세일,促销2오늘드림,促销3증정,促销41+1,促销5쿠폰,品牌,品牌id,品牌logo图片url,详情页图,容量重量,适合肌肤类型,流通期限,使用方法,化妆品制造企业&销售企业,制造国家,成分,功能性化妆品,使用注意事项,品质保证基准,售后服务电话,当前网址,当前时间
A000000139068,브링그린 티트리 시카 수딩 토너 250mL,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0013/A00000013906809ko.jpg?l=ko,"10,360","13,000","1,911",27,세일,오늘드림,,,쿠폰,브링그린,A002253,https://image.oliveyoung.co.kr/uploads/images/onlBrandMgmt/2021/1/6069142888946226494.jpg,,■ 250mL,■ 모든 피부용,"■ 제조일로부터 2년이내의 상품을 순차적으로 발송, 유통기한 개봉일로부터 12개월","■ 세안 후 화장솜에 내용물을 충분히 덜어 피부결에 따라 닦아내거나, 적당량을 얼굴에 펴 바른 후 톡톡 두드리며 흡수시켜 줍니다.",■ 책임판매업자: 씨제이올리브영 주식회사 ■ 제조업자: 코스맥스,■ 대한민국,"티트리추출물, 정제수, 부틸렌글라이콜, 다이프로필렌글라이콜, 병풀추출물, 펜틸렌글라이콜, 티트리꽃/잎/줄기추출물, 티트리잎오일, 베타인, 판테놀, 콜레스-24, 소듐시트레이트, 시트릭애씨드, 에틸헥실글리세린, 베타인살리실레이트, 토코페롤, 잔탄검",해당사항 없음,"■ 1. 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담할 것 2. 상처가 있는 부위 등에는 사용을 자제할 것 3. 보관 및 취급 시의 주의사항 가) 어린이의 손이 닿지 않는 곳에 보관할 것 나) 직사광선을 피해서 보관할 것 * 티트리 성분 다량 함유로 하얀색 침전물이 생길 수 있으나, 품질에는 이상이 없으므로 사용하셔도 무방합니다.",■ 본 상품에 이상이 있을 경우 공정거래위원회 고시 ‘소비자분쟁해결기준'에 의거 보상해 드립니다.,■ 고객 서비스 센터 : 1577-4887,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000139068&dispCatNo=100000100010008&trackingCd=Cat100000100010008_Small&curation&egcode&rccode&egrankcode,2021-11-25 10:28:19
A000000139347,LRP 똘러리앙 울트라 로션 200ML,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0013/A00000013934701ko.jpg?l=ko,"21,600","27,000",325,7,세일,오늘드림,증정,,,라로슈포제,A000954,https://image.oliveyoung.co.kr/uploads/images/onlBrandMgmt/2020/12/502781083211164388.jpg,,200ml,아시아피부 사용적합 / 민감피부 사용적합,제조일로부터 35개월 / 개봉 후 12개월,"아침 저녁, 세안 후 스킨 토너 단계에서 적당량을 화장솜에 덜어 얼굴 전체에 부드럽게 발라줍니다.
특히 피부가 민감하고 건조한 날, 화장솜에 적셔 팩처럼 사용하면 피부 진정 효과 및 촉촉한 보습감을 느낄 수 있습니다.",프랑스 코스메틱 액티브 프로덕션사 / 엘오케이 유한회사,프랑스,정제수 글리세린 다이프로필렌글라이콜 부틸렌글라이콜 프로필렌글라이콜 펜틸렌글라이콜 나이아신아마이드 카프릴릴글라이콜 시트릭애씨드 잔탄검,해당사항 없음,"*더 자세한 내용은 각 제품 포장에 기재된 주의사항 참고*
1. 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담할 것
2. 상처가 있는 부위 등에는 사용을 자제할 것
3. 보관 및 취급 시의 주의사항
1) 어린이의 손이 닿지 않는 곳에 보관할 것
2) 직사광선을 피해서 보관할 것","본 제품에 이상이 있을 경우, 공정거래위원회 고시 품목별 '소비자 분쟁 해결 기준' 에 의해 보상해드립니다.",제품 문의 080-344-0088 공식 온라인 몰 080-844-0088,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000139347&dispCatNo=100000100010008&trackingCd=Cat100000100010008_Small&curation&egcode&rccode&egrankcode,2021-11-25 10:28:29
A000000146589,아비브 어성초 카밍 토너 스킨부스터,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0014/A00000014658903ko.jpg?l=ko,"16,100","23,000","1,299",16,세일,오늘드림,,,,아비브,A001728,https://image.oliveyoung.co.kr/uploads/images/onlBrandMgmt/2020/9/7091279969157244387.jpg,,210ml,모든 피부용,"개봉전 24개월, 개봉후 12개월",적당량을 덜어 피부 결을 따라 부드럽게 바른 뒤 가볍게 두드려 흡수시켜 줍니다.,코스맥스/(주)포컴퍼니,대한민국,"정제수, 약모밀추출물, 글리세린, 부틸렌글라이콜, 펜틸렌글라이콜, 자일리톨, 비피다발효용해물, 소듐하이알루로네이트, 돌콩추출물, 병풀추출물, 하이드롤라이즈드하이알루로닉애씨드, 황금추출물, 파스향나무잎추출물, 인동덩굴꽃추출물, 베타인, 1,2-헥산다이올, 판테놀, 에틸헥실글리세린, 옥탄다이올, 토코페롤, 바이오사카라이드검-4, 다이소듐이디티에이, 잔탄검",해당사항 없음,"1)화장품 사용 시 또는 사용 후 직사광선에 의하여 사용 부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담할 것 2)상처가 있는 부위 등에는 사용을 자제할 것 3)보관 및 취급시의 주의사항 가)어린이의 손이 닿지 않는 곳에 보관 할 것 나)직사광선을 피해서 보관할 것",관련 법 및 소비자 분쟁 해결 기준에 따름,070-4131-5906,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000146589&dispCatNo=100000100010008&trackingCd=Cat100000100010008_Small&curation&egcode&rccode&egrankcode,2021-11-25 10:28:37
A000000159491,브링그린 티트리시카 포맨 올인원 로션,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015949103ko.jpg?l=ko,"19,600","28,000",6,1,,오늘드림,,,쿠폰,브링그린,A002253,https://image.oliveyoung.co.kr/uploads/images/onlBrandMgmt/2021/1/6069142888946226494.jpg,,■ 본품 150mL (증정 티트리폼 75mL),■ 모든 피부 타입,"■ 제조일로부터 2년이내의 상품을 순차적으로 발송, 유통기한 개봉일로부터 12개월","■ 세안, 면도 후 적당량을 덜어 얼굴에 골고루 펴 바른 뒤, 가볍게 두드려 흡수시켜 줍니다.",■ 책임판매업자: 씨제이올리브영 주식회사 ■ 제조업자: 한국콜마(주),■ 대한민국,"정제수, 티트리추출물, 병풀추출물, 글리세린, 메틸트라이메티콘, 에틸헥실스테아레이트, 나이아신아마이드, 하이드로제네이티드폴리(C6-14올레핀), 1,2-헥산다이올, 폴리글리세릴-3다이스테아레이트, 세테아릴알코올, 티트리꽃/잎/줄기추출물, 티트리잎오일, 글리세릴글루코사이드, 다이메티콘올, 글리세릴스테아레이트, 사이클로헥사실록세인, 소듐스테아로일글루타메이트, 카보머, 알지닌, 글리세릴스테아레이트시트레이트, 판테놀, 글루코오스, 다이소듐이디티에이, 베타인, 마데카소사이드, 에틸헥실글리세린",Y,"■ 1. 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담할 것 2. 상처가 있는 부위 등에는 사용을 자제할 것 3. 보관 및 취급 시의 주의사항 가) 어린이의 손이 닿지 않는 곳에 보관할 것 나) 직사광선을 피해서 보관할 것 * 증정 티트리시카 트러블 클렌징폼에 한함 4. 눈에 들어갔을 때에는 물로 씻어내고, 이상이 있는 경우에는 전문의 등과 상담할 것 5. 만 3세 이하 어린이에게는 사용하지 말 것 6. 대량을 광범위한 부위에 적용하거나 장기간 사용하는 경우 부작용이 나타나기 쉬우므로 주의해서 사용할 것 7. 살리실산에 과민증이 있거나 당뇨병, 혈액순환장애, 신부전장애, 감염, 발적 등이 있는 사람, 생리 중, 임신 중 또는 임신할 가능성이 있는 사람은 사용 후 피부나 신체가 과민상태로 되거나 피부이상반응(부종, 염증 등)이 일어나는 등 현재의 증상이 악화될 가능성이 있으므로 사용을 피할 것",■ 본 상품에 이상이 있을 경우 공정거래위원회 고시 ‘소비자분쟁해결기준'에 의거 보상해 드립니다.,■ 고객 서비스 센터 : 1577-4887,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000159491&dispCatNo=100000100010008&trackingCd=Cat100000100010008_Small&curation&egcode&rccode&egrankcode,2021-11-25 10:28:47
A000000129771,피지오겔 레드수딩 AI 진정보습 로션 200ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0012/A00000012977106ko.jpg?l=ko,"28,000","35,000","2,470",37,세일,오늘드림,,,,피지오겔,A000729,https://image.oliveyoung.co.kr/uploads/images/onlBrandMgmt/2021/1/3382333802150383116.jpg,,200ml,모든 피부용,제조일자로부터 36개월,적당량을 취하여 피부에 마사지하듯 두드려 흡수시켜 줍니다.,(주)엘지생활건강,태국,"정제수, 카프릴릭/카프릭트리글리세라이드, 글리세린, 펜틸렌글라이콜, 쉐어버 터, 하이드로제네이티드레시틴, 팔미타마이드엠이에이, 하이드록시에칠셀룰로 오스, 카프릴릴글라이콜, 잔탄검, 베타인, 스쿠알란, 사코신, 아세트아마이드엠 이에이, 소듐카보머, 카보머, 세라마이드엔피(세라마이드3)",해당사항 없음,"1) 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담할 것
2) 상처가 있는 부위 등에는 사용을 자제할 것
3) 보관 및 취급 시의 주의사항
가) 어린이의 손이 닿지 않는 곳에 보관할 것
나) 직사광선을 피해서 보관할 것",제품에 이상이 있을 경우 공정거래위원회고시 소비자분쟁해결기준에 의거 교환 또는 환불받을 수 있음.,080-023-7007,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000129771&dispCatNo=100000100010008&trackingCd=Cat100000100010008_Small&curation&egcode&rccode&egrankcode,2021-11-25 10:28:55
A000000147968,바이오힐보 프로바이오덤 리페어 스킨&에멀전 2종세트(크림10아이10증정),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0014/A00000014796802ko.jpg?l=ko,"34,020","54,000",531,10,세일,오늘드림,,,쿠폰,바이오힐보,A000897,https://image.oliveyoung.co.kr/uploads/images/onlBrandMgmt/2021/2/1722708142972905348.jpg,,"■(본품)스킨소프너150+에멀전150, (증)크림10+아이10",■모든 피부 타입용,"■ 제조일로부터 36개월 이내의 상품을 순차적으로 발송, 사용기한 제품에 별도 표기","매일 아침과 저녁, 스킨케어 첫 단계에서 스킨과 에멀전 각각의 내용물을 적당량 덜어 피부결을 따라 부드럽게 펴 바른 후 가볍게 두드려 흡수시켜 줍니다",■ 책임판매업자: 씨제이올리브영 주식회사 제조업자: 코스맥스,대한민국,"■스킨
정제수, 부틸렌글라이콜, 글리세레스-26, 글리세린, 펜틸렌글라이콜, 에탄올, 나이아신아마이드, 피이지/피피지-17/6코폴리머, 락토바실러스발효물, 바실러스발효물, 클로렐라 불가리스추출물, 자일로오스, 리마콩씨추출물, 베타인, C12-14파레스-12, 판테놀, 카프릴릴글라이콜, 마이크로코쿠스용해물, 다이페닐다이메티콘, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트라이에틸헥사노인, 트로메타민, 아데노신, 하이드로제네이티드레시틴, 1,2-헥산다이올, 프룩토오스, 글루코오스, 소듐파이테이트, 바이오사카라이드검-1, 프룩토올리고사카라이드, 에틸헥실글리세린, 수크로오스, 세라마이드엔피, 다이펩타이드다이아미노부티로일벤질아마이드다이아세테이트, 팔미토일트라이펩타이드-5, 세틸하이드록시에틸셀룰로오스, 루틴, 헥사펩타이드-2, 아세틸테트라펩타이드-5, 덱스트란, 트라이펩타이드-1, 팔미토일헥사펩타이드-12, 바이오틴, 아세틸헥사펩타이드-8, 팔미토일테트라펩타이드-7, 팔미토일트라이펩타이드-1, 헥사펩타이드-9, 팔미토일펜타펩타이드-4, 카퍼트라이펩타이드-1, 다이소듐이디티에이, 향료

■에멀전
정제수, 글리세린, 부틸렌글라이콜, 하이드로제네이티드폴리(C6-14올레핀), 옥틸도데실미리스테이트, 카프릴릴메티콘, 나이아신아마이드, 1,2-헥산다이올, 클로렐라 불가리스추출물, 하이드로제네이티드식물성오일, 락토바실러스발효물, 바실러스발효물, 자일로오스, 리마콩씨추출물, 비스-다이글리세릴폴리아실아디페이트-2, 세틸에틸헥사노에이트, 펜틸렌글라이콜, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 글리세릴스테아레이트, 글루코오스, 비닐다이메티콘, 프룩토오스, 프룩토올리고사카라이드, 마이크로코쿠스용해물, 다이메티콘올, 팔미틱애씨드, 스테아릭애씨드, 트로메타민, 에틸헥실글리세린, 아데노신, 바이오사카라이드검-1, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 솔비탄아이소스테아레이트, 수크로오스, 세라마이드엔피, 하이드로제네이티드레시틴, 토코페롤, 다이펩타이드다이아미노부티로일벤질아마이드다이아세테이트, 팔미토일트라이펩타이드-5, 세틸하이드록시에틸셀룰로오스, 루틴, 헥사펩타이드-2, 아세틸테트라펩타이드-5, 덱스트란, 트라이펩타이드-1, 팔미토일헥사펩타이드-12, 바이오틴, 아세틸헥사펩타이드-8, 팔미토일테트라펩타이드-7, 팔미토일트라이펩타이드-1, 헥사펩타이드-9, 팔미토일펜타펩타이드-4, 카퍼트라이펩타이드-1, 세테아릴알코올, 카보머, 잔탄검, 다이소듐이디티에이, 향료

■아이
정제수, 글리세린, 카프릴릭/카프릭트라이글리세라이드, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 나이아신아마이드, 1,2-헥산다이올, 세테아릴알코올, 펜틸렌글라이콜, 클로렐라 불가리스추출물, 하이드로제네이티드식물성오일, 카나우바왁스, 하이드롤라이즈드옥수수전분, 락토바실러스발효물, 바실러스발효물, 자일로오스, 리마콩씨추출물, 다이아이소스테아릴말레이트, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 글루코오스, 실리카, 부틸렌글라이콜, 프룩토오스, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 프룩토올리고사카라이드, 판테놀, 스테아릴다이메티콘, 솔비탄아이소스테아레이트, 에틸헥실글리세린, 아데노신, 트라이소듐에틸렌다이아민다이석시네이트, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 수크로오스, 세라마이드엔피, 하이드로제네이티드레시틴, 락토바이오닉애씨드, 마이크로코쿠스용해물, 토코페롤, 다이펩타이드다이아미노부티로일벤질아마이드다이아세테이트, 팔미토일트라이펩타이드-5, 세틸하이드록시에틸셀룰로오스, 루틴, 헥사펩타이드-2, 아세틸테트라펩타이드-5, 덱스트란, 트라이펩타이드-1, 팔미토일헥사펩타이드-12, 바이오틴, 아세틸헥사펩타이드-8, 팔미토일테트라펩타이드-7, 팔미토일트라이펩타이드-1, 헥사펩타이드-9, 팔미토일펜타펩타이드-4, 카퍼트라이펩타이드-1, 잔탄검, 다이소듐이디티에이, 향료

■크림
정제수, 락토바실러스발효물, 다이프로필렌글라이콜, 글리세린, 카프릴릭/카프릭트라이글리세라이드, 하이드로제네이티드폴리(C6-14올레핀), 하이드로제네이티드폴리데센, 글리세릴스테아레이트, 1,2-헥산다이올, 하이드로제네이티드식물성오일, 메도우폼씨오일, 나이아신아마이드, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 세테아릴알코올, 펜틸렌글라이콜, 호호바에스터, 수크로오스, 시어버터, 바실러스발효물, 한련초추출물, 인도멀구슬나무꽃추출물, 인도멀구슬나무잎추출물, 카카오씨추출물, 울금뿌리추출물, 홀리바질잎추출물, 자일로오스, 참산호말추출물, 드럼스틱씨오일, 리마콩씨추출물, 칸디다 봄비콜라/글루코오스/메틸레이프씨데이트발효물, 올리브오일, 다이펜타에리스리틸헥사하이드록시스테아레이트/헥사스테아레이트/헥사로지네이트, 폴리메틸실세스퀴옥세인, 폴리솔베이트60, 세테아릴올리베이트, 피이지-100스테아레이트, 솔비탄올리베이트, 다이메티콘, 카프릴릴글라이콜, 마이크로코쿠스용해물, 트로메타민, 토코페릴아세테이트, 에틸헥실글리세린, 아데노신, 다이포타슘글리시리제이트, 부틸렌글라이콜, 프룩토오스, 덱스트린, 세라마이드엔피, 하이드로제네이티드레시틴, 토코페롤, 다이펩타이드다이아미노부티로일벤질아마이드다이아세테이트, 팔미토일트라이펩타이드-5, 세틸하이드록시에틸셀룰로오스, 루틴, 헥사펩타이드-2, 아세틸테트라펩타이드-5, 덱스트란, 트라이펩타이드-1, 팔미토일헥사펩타이드-12, 바이오틴, 아세틸헥사펩타이드-8, 팔미토일테트라펩타이드-7, 팔미토일트라이펩타이드-1, 팔미토일펜타펩타이드-4, 헥사펩타이드-9, 카퍼트라이펩타이드-1, 세테아레스-20, 콜레스테롤, 글라이코리피드, 레시틴, 올레익애씨드, 피이지-40하이드로제네이티드캐스터오일, 포타슘하이드록사이드, 베헤닐알코올, 카보머, 잔탄검, 다이소듐이디티에이, 향료",Y,"■ 1) 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담할 것 2) 상처가 있는 부위 등에는 사용을 자제할 것 3) 보관 및 취급 시의 주의사항 가) 어린이의 손이 닿지 않는 곳에 보관할 것 나) 직사광선을 피해서 보관할 것",■ 본 제품에 이상이 있을 경우 공정거래위원회 고시 '소비자 분쟁 해결 기준'에 의해 교환 또는 보상해 드립니다.,■ 1577-4887,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000147968&dispCatNo=100000100010008&trackingCd=Cat100000100010008_Small&curation&egcode&rccode&egrankcode,2021-11-25 10:29:05
A000000150945,넘버즈인 1번 잘가 각질 토너 200ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015094505ko.jpg?l=ko,"16,500","22,000",517,10,세일,오늘드림,,,,넘버즈인,A003477,https://image.oliveyoung.co.kr/uploads/images/onlBrandMgmt/2021/6/4286850159205476491.jpg,,200ml,모든 피부 용,제품 별도 표기 / 개봉 후 12개월 이내 사용,"세안 후, 스킨케어 첫 단계에서 화장솜에 적셔 피부결을 정돈해줍니다. (민감 피부는 주 2~3회 권장)",삼성메디코스(주) / (주)비나우,대한민국,"알로에베라잎추출물, 부틸렌글라이콜, 1,2-헥산다이올, 글리세린, 파파야열매추출물, 버지니아풍년화추출물, 티트리잎수, 인도멀구슬나무잎추출물, 인도멀구슬나무꽃추출물, 판테놀, 글루코놀락톤, 소듐하이알루로네이트, 카프릴로일살리실릭애씨드, 에탄올, 정제수, 에틸헥실글리세린, 다이소듐이디티에이",해당사항 없음,"1) 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담할 것 2) 상처가 있는 부위 등에는 사용을 자제할 것 3) 보관 및 취급 시의 주의사항 가) 어린이의 손이 닿지 않는 곳에 보관할 것 나) 직사광선을 피해서 보관할 것 4) 살리실릭애씨드 및 그 염류를 함유하고 있으므로 만 3세 이하 어린이에게는 사용하지 말 것",공정거래위원회 고시 소비자 분쟁해결기준에 의거해 보상해 드립니다.,넘버즈인 고객상담센터 080-850-7771,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000150945&dispCatNo=100000100010008&trackingCd=Cat100000100010008_Small&curation&egcode&rccode&egrankcode,2021-11-25 10:29:13
A000000137180,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0013/A00000013718010ko.jpg?l=ko,"30,000","30,000","5,327",21,,오늘드림,,,,라운드랩,A002756,https://image.oliveyoung.co.kr/uploads/images/onlBrandMgmt/2020/12/8461360608481023208.jpg,,[본품]라운드랩 1025 독도 토너 500ml+[증정품]라운드랩 1025 독도 토너 100ml,모든 피부용,"제조일로부터 36개월, 개봉 후 12개월 이내 사용","세안 후 적당량을 덜어 화장솜에 충분히 적신 뒤, 피부결을 따라 부드럽게 닦아내어 피부를 정돈시켜줍니다.",제조업자: 1025 독도 토너 (주)코스맥스 / 화장품책임판매업자: 서린컴퍼니㈜,대한민국,"정제수, 부틸렌글라이콜, 글리세린, 펜틸렌글라이콜, 프로판다이올, 아이리쉬모스추출물, 사탕수수추출물, 해수, 1,2-헥산다이올, 프로테아제, 베타인, 판테놀, 에틸헥실글리세린, 알란토인, 잔탄검, 다이소듐이디티에이",해당사항 없음,"1)화장품 사용 시 또는 사용 후 직사광선에 의하여 사용 부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담할 것 2)상처가 있는 부위 등에는 사용을 자제할 것3)보관 및 취급시의 주의사항 가)어린이의 손이 닿지 않는 곳에 보관 할 것 나)직사광선을피해서 보관할 것","본 상품에 이상이 있을 경우, 공정거래위원회 고시 소비자분쟁해결기준에 의해 보상해드립니다.",070-7717-0675,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000137180&dispCatNo=100000100010008&trackingCd=Cat100000100010008_Small&curation&egcode&rccode&egrankcode,2021-11-25 10:29:23
A000000157691,★된다P!CK★브링그린 대나무히알루수분토너510mL,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015769107ko.jpg?l=ko,"15,840","22,000",499,2,세일,오늘드림,,,쿠폰,브링그린,A002253,https://image.oliveyoung.co.kr/uploads/images/onlBrandMgmt/2021/1/6069142888946226494.jpg,,■ 510mL,■ 모든 피부용,"■ 제조일로부터 36개월, 개봉 후 12개월","■ 세안 후 화장솜에 내용물을 충분히 덜어 피부결에 따라 닦아내거나, 적당량을 얼굴에 펴 바른 후 톡톡 두드리며 흡수시켜 줍니다.",■ 제조업자 : 코스맥스 ■ 책임판매업자 : 씨제이올리브영 주식회사,■ 대한민국,"■ 왕대수액, 정제수, 부틸렌글라이콜, 글리세린, 1,2-헥산다이올, 소듐하이알루로네이트, 접시꽃추출물, 왕대추출물, 판테놀, 에틸헥실글리세린, 알란토인, 베타-글루칸, 토코페롤, 잔탄검, 다이소듐이디티에이",해당사항 없음,"■ 1. 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담할 것 2. 상처가 있는 부위 등에는 사용을 자제할 것 3. 보관 및 취급 시의 주의사항 가) 어린이의 손이 닿지 않는 곳에 보관할 것 나) 직사광선을 피해서 보관할 것",■ 본 상품에 이상이 있을 경우 공정거래위원회 고시 ‘소비자분쟁해결기준'에 의거 보상해 드립니다,■ 고객 서비스 센터: 1577-4887,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000157691&dispCatNo=100000100010008&trackingCd=Cat100000100010008_Small&curation&egcode&rccode&egrankcode,2021-11-25 10:29:32
A000000145576,라운드랩 1025 독도 로션 200ml 기획(로션50ml증정),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0014/A00000014557607ko.jpg?l=ko,"20,000","20,000","1,627",14,,오늘드림,,,,라운드랩,A002756,https://image.oliveyoung.co.kr/uploads/images/onlBrandMgmt/2020/12/8461360608481023208.jpg,,[본품] 1025 독도 로션 200ml+[증정품] 1025 독도 로션 50ml,모든 피부용,"제조일로부터 36개월, 개봉 후 12개월","세안 후 토너로 피부결을 정돈하고, 적당량을 덜어 얼굴 전체에 부드럽게 펴 발라줍니다.",화장품 제조업자: 코스맥스㈜ | 화장품 책임판매업자: 서린컴퍼니㈜,대한민국,"정제수, 글리세린, 퀸즈랜드넛오일, 1,2-헥산다이올, 펜틸렌글라이콜, 호호바에스터, 아이리쉬모스추출물, 사탕수수추출물, 해수, 하이알루로닉애씨드, 하이드롤라이즈드하이알루로닉애씨드, 소듐하이알루로네이트, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 글리세릴스테아레이트, 하이드로제네이티드폴리데센, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 카프릴릴글라이콜, 트로메타민, 소듐파이테이트, 판테놀, 스쿠알란, 부틸렌글라이콜, 토코페롤, 소듐카복시메틸베타-글루칸, 에틸헥실글리세린, 세테아릴알코올, 카보머",해당사항 없음,"1)화장품 사용 시 또는 사용 후 직사광선에 의하여 사용 부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담할 것 2)상처가 있는 부위 등에는 사용을 자제할 것 3)보관 및 취급시의 주의사항 가)어린이의 손이 닿지 않는 곳에 보관 할 것 나)직사광선을 피해서 보관할 것","본 상품에 이상이 있을 경우, 공정거래위원회 고시 소비자분쟁해결기준에 의해 보상해드립니다.",070-7717-0675,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000145576&dispCatNo=100000100010008&trackingCd=Cat100000100010008_Small&curation&egcode&rccode&egrankcode,2021-11-25 10:29:42
