productId,itemId,vendoritems,产品名称,产品缩略图,销售价,折扣,市场价,每毫升单价,评论数,品牌,品牌链接,容量重量,适合肌肤类型,流通期限,使用方法,化妆品制造企业,化妆品销售企业,制造国家,成分,功能性化妆品,使用注意事项,品质保证基准,售后服务电话,流通公司名称,流通公司营业执照号码,流通公司通信销售申告号码,流通公司地址,流通公司邮箱,流通公司联系人,流通公司联系电话,流通公司&法人姓名,当前网址,当前时间
5729491463,6031122796,73328719373,싸이닉 더 심플 카밍 토너,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/12/24/12/9/2f5fcd17-9975-4bae-b562-83601fcec0a9.jpg,"15,900",%,원,,447개 상품평,싸이닉,,500ml,모든 피부용,모든 피부용,컨텐츠참조, , ,한국,컨텐츠참조,해당없음,"1.화장품을 사용하여 다음과 같은 이상이 있는 경우에는 사용을 중지하여야 하며, 계속 사용하면 증상이 악화되므로 피부과 전문의 등에게 상담할것 2)사용 중 붉은 반점,부어오름,가려움증,자극 등의 이상이 있는 경우 2)적용부위가 직사광선에 의하여 위와 같은 이상이 있는 경우2.상처가 있는 부위,습진 및 피부염 등의 이상이 있는 부위에는 사용을 하지 말것 피부과 전문의 등에게 상담할것 2)사용 중 붉은 반점,부어오름,가려움증,자극 등의 이상이 있는 경우 2)적용부위가직사광선에 의하여 위와 같은 이상이 있는 경우 2.상처가 있는 부위,습진 및 피부염 등의 이상이 있는 부위에는 사용을 하지 말것 3.눈에 들어갔을 경우 빨리 씻어내십시오 4.내용물의 변질과 건조방지를 위하여 사용 후에는 반드시 마개를 닫아 둘 것5.내용물이 옷 등에 묻지 않도록 주의하여 주십시오 6.유아,어린아이의 손에 닿지않는 곳에 보관 말 것 7.고온 또는 저온의 장소 및 직사광선이 닿는 곳에는 보관하시 말 것",제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/5729491463?itemId=6031122796&vendorItemId=73328719373&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:26
2707467,12474015,3019029333,키로 히아루론산 모이스춰 스킨,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/product/image/vendoritem/2018/10/12/3019029333/347f379f-26d0-4d35-82de-f4e2e7b18f7b.jpg,"11,960",%,"12,000원",(10g당 120원),"6,091개 상품평",,,내추럴수 키로 히아루론산 모이스춰 스킨 1000g,대용량/1000g,대용량/1000g,적당량을 취해 피부결에 따라 부드럽게 펴 바르고 가볍게 두드리듯 흡수시켜 줍니다, , ,대한민국,소듐하이알루로네이트,주름개선 기능성,"가. 화장품을 사용하여 다음과 같이 이상이 있을 경우에는 사용을 중지할 것이며 계속 사용하면 증상을 악화시키므로 피부과 전문의 등에게 상담할 것  1) 사용 중 붉은 반점,부어오름,가려움증,자극 등의 이상이 있을 경우 2) 적용부위가 직사광선에 의해 위와 같은 이상이 있을 경우 나. 상처가 있는 곳 또는 습진 및 피부염 등의 이상이 있는 부위에는 사용을 금할 것 다. 보관 및 취급상의 주의 사항  1) 사용 후에는 반드시 마개를 닫아둘 것 2) 유·소아의 손에 닿지 않는 곳에서 보관할 것  3) 고온 내지 저온의 장소 및 일광이  닿는 곳에는 보관하지 말 것",제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/2707467?itemId=12474015&vendorItemId=3019029333&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:26
40761,107312,3000052679,바이오더마 하이드라비오 토너,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/product/image/vendoritem/2018/02/08/3000052679/4b24a680-8d45-42d6-8808-bca757887c09.jpg,"13,860",48%,"27,000원",(10ml당 554원),901개 상품평,바이오더마,,250ml,모든피부용,모든피부용,세안 후 화장솜에 적당량을 덜어 피부에 부드럽게 패딩해 줍니다., , ,프랑스,"정제수, 글리세린, 폴리소르베이트20, 디소듐이디티에이, 세트리모늄브로마이드, 나이아신아마이드, 자일리톨, 알란토인, 프룩토올리고사카라이드, 만니톨, 헥실데칸올, 소듐하이드록사이드, 씨트릭애씨드, 람노오스, 사과추출물, 향료",무,"1) 화장품을 사용하여 다음과 같은 이상이 있는 경우에는 사용을 중지하여야 하며 계속 사용하면 증상을 악화시키므로 피부과 전문의 등에게 상담할 것가. 사용 중 붉은 반점, 부어 오름, 가려움증, 자극 등의 이상이 있는 경우나. 적용부위가 직사광선에 의하여 위와 같은 이상이 있는 경우2) 상처가 있는 부위, 습진 및 피부염 등의 이상이 있는 부위에는 사용을 하지 말 것3) 보관 및 취급상의 주의사항가. 사용 후에는 반드시 마개를 닫아둘 것나. 유•소아의 손이 닿지 아니하는 곳에 보관할 것다. 고온 내지 저온의 장소 및 직사광선이 닿는 곳에는 보관하지 말 것",본 제품은 공정거래위원회 고시 소비자 분쟁해결 기준에 의해 보상받을 수 있습니다.,본 제품은 공정거래위원회 고시 소비자 분쟁해결 기준에 의해 보상받을 수 있습니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/40761?itemId=107312&vendorItemId=3000052679&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:26
5080196151,2277083700,70274242705,비타할로 모찌모찌 세라마이드 토너,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/28250158443626-d8510eea-4636-4ca6-a03f-23c0f5b801a3.jpg,"6,320",28%,"8,800원",(10ml당 126원),"1,738개 상품평",비타할로,,500ml,모든 피부용,모든 피부용,컨텐츠 참조, , ,대한민국,컨텐츠 참조,해당사항 없음,컨텐츠 참조,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/5080196151?itemId=2277083700&vendorItemId=70274242705&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:26
15811762,64793378,71686596320,이즈앤트리 히아루론산 토너,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/98a6/d41536dfe0216c4dfc12fb08d4b5b1e85c8a76cfc027d86214250105d1c5.jpg,"13,900",52%,"29,000원",(10ml당 348원),939개 상품평,이즈앤트리,,400ml,모든 피부용,모든 피부용,컨텐츠참조, , ,대한민국,컨텐츠참조,해당없음,컨텐츠참조,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/15811762?itemId=64793378&vendorItemId=71686596320&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:26
4337088692,5072152169,72766119592,A.H.C 바이탈 골든 콜라겐 토너,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/product/image/vendoritem/2018/11/23/3244306032/a3ab9d66-f703-4a02-bd4e-148171982fd7.jpg,"12,660",36%,"19,900원",(10ml당 904원),592개 상품평,AHC,,140ml,모든피부용,모든피부용,세안 후 화장솜에 적당량 덜어 피부 결 방향으로 닦아내거나 손바닥에 덜어 가볍게 두드리며 흡수시켜줍니다., , ,대한민국,"정제수, 메칠프로판디올, 글리세린, 나이아신아마이드, 참마뿌리추출물, 알로에베라잎추출물, 카바잎/뿌리/줄기추출물, 상황버섯추출물, 우엉추출물, 브로콜리싹추출물, 서양유채싹추출물, 케일잎추출물, 해바라기싹추출물, 하이드로제네이티드레시틴, 소듐하이알루로네이트, 수용성콜라겐, 마카다미아씨오일, 메도우폼씨오일, 1,2-헥산디올, 카보머, 코세스-7, 트로메타민, 피이지-40하이드로제네이티드캐스터오일, 피피지-1-피이지-9라우릴글라이콜에텔, 에칠헥실글리세린, 폴리쿼터늄-51, 글라이코실트레할로스, 아데노신, 하이드로제네이티드스타치하이드롤리세이트, 라피노오스, 바이오사카라이드검-1, 레시틴, 판테놀, 아스코빅애씨드, 진주가루, 말토덱스트린, 하이드롤라이즈드아보카도단백질, 쉐어버터, 폴리글리세릴-10올리에이트, 금, 토코페릴아세테이트, 향료, 페녹시에탄올","유/미백,주름개선","1. 화장품을 사용하여 다음과 같은 이상이 있는 경우에는 사용을 중지하여야 하며,계속 사용하면 증상을 악화시키므로 피부과 전문의 등에게 상담하십시오가. 사용중 붉은 반점, 부어오름, 가려움증, 자극 등의 이상이 있는 경우나. 적용부위가 직사광선에 의하여 위와 같은 이상이 있는 경우2. 상처가 있는 부위, 습진 및 피부염 등의 이상이 있는 부위에는 사용하지 마십시오3. 보관 및 취급상의 주의사항가. 사용후에는 반드시 마개를 닫아두십시오나. 유소아의 손이 닿지 아니하는 곳에 보관하십시오다. 고온 내지 저온의 장소 및 직사광선이 닿는 곳에는 보관하지 마십시오",제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/4337088692?itemId=5072152169&vendorItemId=72766119592&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:26
5762514806,6049522485,5508781232,프리메라 워터 180ml,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/235422503873900-ab5ded2b-21f9-4cf4-aee5-28d273ba674e.jpg,"19,550",34%,"30,000원",,920개 상품평,프리메라,,워터 : 180ml,모든 피부용,모든 피부용,워터 : 컨텐츠 참조, , ,한국,컨텐츠 참조,해당 없음,"1. 화장품을 사용하여 다음과 같은 이상이 있는 경우에는 사용을 중지하여야 하며, 계속 사용하면 증상이 악화되므로 피부과 전문의 등에게 상담할 것. 가. 사용중 붉은 반점, 부어오름, 가려움증, 자극등의 이상이 있는 경우. 나. 적용부위가 직사광선에 의하여 위와 같은 이상이 있는 경우. 2. 상처가 있는 부위, 습진 및 피부염등의 이상이 있는 부위에는 사용을 하지말 것. 3. 보관 및 취급시의 주의사항 가. 사용후에는 반드시 마개를 닫아둘 것. 나. 유아·소아의 손이 닿지 않는 곳에 보관할 것. 다. 고온 또는 저온의 장소 및 직사광선이 닿는 곳에는 보관하지 말 것.",제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/5762514806?itemId=6049522485&vendorItemId=5508781232&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:26
1731239685,2946956260,70935508029,메디힐 티트리바이옴 블레미쉬 시카 토너,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/160832176758145-825818ed-cd1a-4740-8fd7-05e032e8f06b.jpg,"12,450",37%,"20,000원",(10ml당 389원),589개 상품평,메디힐,,320ml,모든 피부용,모든 피부용,세안 후 화장솜에 토너를 충분히 적신 뒤 피부 결을 따라 부드럽게 닦아내거나 적당량을 손에 덜어 얼굴에 펴 바른 후 가볍게 두드려 흡수시켜 줍니다, , ,대한민국,"정제수, 프로판다이올, 티트리잎수(22,000ppm), 알로에베라잎수, 1,2-헥산다이올, 글리세린, 부틸렌글라이콜, 병풀추출물, 마데카소사이드, 베타인, 녹차추출물, 로즈마리잎추출물, 스페인감초뿌리추출물, 레몬밤추출물, 글루코노락톤, 아시아티코사이드, 마데카식애씨드, 아시아틱애씨드, 안하이드로자일리톨, 에틸헥실글리세린, 흰버드나무껍질추출물, 자일리톨, 글루코오스, 인도멀구슬나무꽃추출물, 모과추출물, 오렌지꽃추출물, 쿠티박테리움 그라눌로숨발효추출여과물(1,000ppm), 자일리틸글루코사이드, 인도멀구슬나무잎추출물, 호장근뿌리추출물, 마트리카리아꽃추출물, 황금추출물",해당없음,"1. 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담할 것 2. 상처가 있는 부위 등에는 사용을 자제할 것 3. 보관 및 취급 시의 주의사항 가) 어린이의 손이 닿지 않는 곳에 보관할 것 나) 직사광선을 피해서 보관할 것",제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/1731239685?itemId=2946956260&vendorItemId=70935508029&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:26
1448926846,2495692080,70488855926,글로우몬스터 3KDa 극저분자 올리고 히알루론산 2% 원액,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/0e27/3df4796208a6467818ffb4b7801fb563917ed4dc13896c91d9caf28ba399.jpg,"15,000",10%,"15,080원",쿠팡판매가,905개 상품평,,,100ml,모든 피부용,모든 피부용,컨텐츠참조, , ,대한민국,컨텐츠참조,해당없음,컨텐츠참조,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/1448926846?itemId=2495692080&vendorItemId=70488855926&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:26
5614196251,9080068359,79651225878,아누아 어성초 수딩 토너,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/6b60/c609f903ce1cc93bcca5fb3e63e3195ecb7341f04314a6d89e173b791048.png,"18,400",%,"18,450원",(10ml당 736원),"1,765개 상품평",아누아,, , , , ,상품 상세페이지 참조,상품 상세페이지 참조,상품 상세페이지 참조, , , , , ,주식회사 제이엘,217-88-00566,제2016-대전서구-0660호,대전광역시 서구 원도안로224번길 47-23 (도안동) 영우빌딩 101호,gemy80@nate.com,정래원,010-7576-3254,주식회사 제이엘 / 정래원,https://www.coupang.com/vp/products/5614196251?itemId=9080068359&vendorItemId=79651225878&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:26
4972389618,6604043606,76398975653,아이오페 슈퍼바이탈 소프너,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/8072/7547388138a95f3299b1f747bfd08a9a74e7f3fdb6c08510e6d843ac6000.jpg,"32,910",%,원,"(10ml당 2,194원)",549개 상품평,아이오페,, , , , ,상품 상세페이지 참조,상품 상세페이지 참조,상품 상세페이지 참조, , , , , ,뷰티파크,512-09-95871,2021-부산연제-0323,부산광역시 연제구 과정로 105-5 연산동,she0796@naver.com,이명수,070-8757-0796,뷰티파크 / 이명수,https://www.coupang.com/vp/products/4972389618?itemId=6604043606&vendorItemId=76398975653&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:26
1652980541,2816300586,3001655364,참존 디에이지 레드 에디션 스킨토너,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/241097912611367-8483e117-2bf2-497e-b5cc-32a1a858ec4d.jpg,"6,300",68%,"20,000원",(10ml당 485원),"1,030개 상품평",참존,,130ml,모든피부용,모든피부용,세안 후 화장 솜에 충분히 적셔 가볍게 두드리듯 발라 줍니다., , ,대한민국,"정제수, 부틸렌글라이콜, 에탄올, 피이지/피피지-17/6코폴리머, 포도주추출물(2.0), 글리세린, 자작나무수액, 블루베리추출물, 편백수, 스테아레스-9스테아레이트, 스테아레스-6, 세테스-20, 폴리글루타믹애씨드, 페닐트리메치콘, 락토바실러스/죽순추출물/감초추출물/수세미오이열매추출물/뽕나무뿌리추출물/갈근추출물발효여과물, 서양유채싹추출물, 브로콜리싹추출물, 양배추싹추출물, 해바라기싹추출물, 콩싹추출물, 밀싹추출물, 에리스리톨, 포도캘러스배양추출물, 폴리아크릴레이트-13, 폴리이소부텐, 폴리소르베이트20, 에칠헥실메톡시신나메이트, 알란토인, 토코페릴아세테이트, 베타인, 포타슘락테이트, 우레아, 하이드롤라이즈드스클레로티움검, 브델리아추출물, 선백리향추출물, 블랙윌로우껍질추출물, 소이스테롤아세테이트, 폴리글리세릴-8스테아레이트, 토마토열매/잎/줄기추출물, 석류나무추출물, 블랙멀베리추출물, 디포타슘글리시리제이트, 디소듐이디티에이, 중화반응생성물, 카보머, 페녹시에탄올, 메칠파라벤, 프로필파라벤, 향료",무,"1. 화장품을 사용하여 다음과 같은 이상이 있을 경우 먼저 사용을 중지하시고, 증상이 악화되면 피부과 전문의 등에게 상담하십시오. 1) 사용 중 붉은 반점, 부어오름, 가려움증, 자극 등의 이상이 있을 경우 2) 적용 부위가 직사광선에 의해 위와 같은 이상이 있을 경우 2. 상처가 있는 곳 또는 습진 및 피부염 등의 이상이 있는 부위에는 사용하지 마십시오. 3. 보관 및 취급상의 주의사항 1) 사용 후에는 반드시 마개를 닫아 두십시오. 2) 유.소아의 손이 닿지 않는 곳에 보관하십시오. 3) 고온 내지 저온의 장소 및 일광이 닿는 곳에는 보관하지 마십시오. 4) 용기의 캡 개.폐 시 파손될 유려가 있으므로 지나친 힘을 가하지 않도록 주의하십시오. 5) 유.소아가 먹지 않도록 보호자께서 보관에 주의하십시오. 6) 처음 개봉 시 변질이 되었다고 판단되는 상품은 사용치 말고 구입처나 본사로 문의 바랍니다. 4. 눈 주위를 피해서 사용하십시오.(아이 제품은 제외) 5. 제품의 원래 사용 목적 이외에는 절대 사용하지 마십시오. 6. 눈에 들어가지 않도록 주의 바라며, 눈에 들어갔을 경우에는 비비지 말고 물에 흘려 씻어 버리고, 그대로 남아 있을 경우에는 전문의를 찾아 상담하십시오.",본 제품은 공정거래위원회 고시 소비자 분쟁해결 기준에 의해 보상받을 수 있습니다.,본 제품은 공정거래위원회 고시 소비자 분쟁해결 기준에 의해 보상받을 수 있습니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/1652980541?itemId=2816300586&vendorItemId=3001655364&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:26
1579239021,2700136327,70690494677,에뛰드하우스 원더포어 프레쉬너 NEW,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/57069789670646-e0c0cd2b-f04c-4e47-a17c-69c740659209.jpg,"5,020",69%,"16,500원",(10ml당 100원),"2,585개 상품평",에뛰드,,500ML,모든 피부용,모든 피부용,컨텐츠참조, , ,한국,"정제수, 변성알코올, 부틸렌글라이콜, 글리세린, 프로판다이올, 1,2-헥산다이올, 베타인, 은행나무잎추출물, 에틸헥실글리세린, 콘민트잎추출물, 에탄올, 빌베리열매추출물, 다이소듐이디티에이, 사탕수수추출물, 소듐하이알루로네이트, 오렌지추출물, 레몬추출물, 비니거, 설탕단풍추출물, 토코페롤",해당없음,"1. 화장품을 사용하여 다음과 같은 이상이 있는 경우에는 사용을 중지하여야 하며, 계속 사용하면 증상이 악화되므로 피부과 전문의 등에게 상담할 것. 가. 사용중 붉은 반점, 부어오름, 가려움증, 자극등의 이상이 있는 경우. 나. 적용부위가 직사광선에 의하여 위와 같은 이상이 있는 경우. 2. 상처가 있는 부위, 습진 및 피부염등의 이상이 있는 부위에는 사용을 하지말 것. 3. 보관 및 취급시의 주의사항 가. 사용후에는 반드시 마개를 닫아둘 것. 나. 유아·소아의 손이 닿지 않는 곳에 보관할 것. 다. 고온 또는 저온의 장소 및 직사광선이 닿는 곳에는 보관하지 말 것.						",제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.		,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.		,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/1579239021?itemId=2700136327&vendorItemId=70690494677&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:26
32002120,120633334,3243978766,모공도둑 콜라겐 토너,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/product/image/vendoritem/2019/09/03/3243978766/563193c5-ff61-4251-b659-31a9e946cdbe.jpg,"10,470",62%,"28,000원",(10ml당 524원),"3,370개 상품평",,,200ml,모든 피부용,모든 피부용,컨텐츠 참조, , ,대한민국,컨텐츠 참조,해당없음,컨텐츠 참조,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/32002120?itemId=120633334&vendorItemId=3243978766&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:26
36529374,134841614,3286142684,아이오페 더마 트러블 토너,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/product/image/vendoritem/2019/05/03/3286142684/02445cfb-6690-4c4c-947a-16292b2db90a.jpg,"15,840",47%,"30,000원",(10ml당 792원),868개 상품평,아이오페,,200ml,모든피부용,모든피부용,컨텐츠참조, , ,한국,컨텐츠참조,해당없음,"1. 화장품을 사용하여 다음과 같은 이상이 있는 경우에는 사용을 중지하여야 하며, 계속 사용하면 증상이 악화되므로 피부과 전문의 등에게 상담할 것 1) 사용 중 붉은 반점, 부어오름, 가려움증, 자극 등의 이상이 있는 경우 2) 적용부위가 직사광선에 의하여 위와 같은 이상이 있는 경우 2. 상처가 있는 부위, 습진 및 피부염 등의 이상이 있는 부위에는 사용을 하지말 것 3. 보관 및 취급 시의 주의사항 1) 사용 후에는 반드시 마개를 닫아둘 것 2) 유아ㆍ소아의 손이 닿지 않는 곳에 보관 할 것 3) 고온 또는 저온의 장소 및 직사광선이 닿는 곳에는 보관하지 말 것",제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/36529374?itemId=134841614&vendorItemId=3286142684&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:26
1295284638,2307522644,77790241067,닥터지 레드블레미쉬 수딩 토너 400ml 스킨/토너/화장수,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/d890/d7c9a39c81a7c7adb13dde3421ddb0e0c568ca18a4fc53a7b4314d2fe09f.jpeg,"11,110",%,원,,531개 상품평,닥터지,,용량 또는 중량:상품상세참조,주요사양:상품상세참조,주요사양:상품상세참조,사용방법:상품상세참조, , ,상세정보참조,모든성분:상품상세참조,상세정보참조,사용할 때 주의사항:상품상세참조,품질보증기준:상품상세참조,품질보증기준:상품상세참조,엠피엔컴퍼니(MPN company),459-09-01674,2021-서울은평-0981,서울특별시 은평구 서오릉로 94 삼성타운아파트 관리동 2층,mpncompany@naver.com,유정순,010-6501-6200,엠피엔컴퍼니(MPN company) / 유정순,https://www.coupang.com/vp/products/1295284638?itemId=2307522644&vendorItemId=77790241067&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:26
1912642276,3247193986,77986292299,디오디너리 나이아신아마이드 10% + 징크 1%,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/6f07/b12086b3b12623e8636408d9c96d304b25d09646d6bdc11e5e1a81efff9e.jpg,"16,060",%,원,,563개 상품평,,, , , , ,상품 상세페이지 참조,상품 상세페이지 참조,상품 상세페이지 참조, , , , , ,조비알 에스이 (Jovial SE),319-05-01475,2020-수원권선-0017,경기도 수원시 권선구 서둔로 196-3 1층,jovialse.official@gmail.com,김한민,010-7795-1478,조비알 에스이 (Jovial SE) / 김한민,https://www.coupang.com/vp/products/1912642276?itemId=3247193986&vendorItemId=77986292299&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:26
1197407593,2181287183,70179342411,토니모리 원더 속쌀 매끈 토너,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/44963819126310-aacd48a9-e7ae-469a-b227-17df09bdb9cf.jpg,"8,280",30%,"11,900원",(10ml당 166원),"1,691개 상품평",토니모리,,500ml,모든 피부용,모든 피부용,"닦아내는 토너 화장솜에 내용물을 적당량 덜어 세안 후 남아있는 노폐물을 닦아내듯 피부 결을 따라 부드럽게 펴 발라준 후 가볍게 두드려 흡수시켜줍니다. 7스킨법 속당김이 느껴질 때, 손에 스킨을 적당량 덜어 흡수시켜 줍니다. 완전히 흡수되면 다시 스킨을 흡수시키며 일곱 번 반복하여 물오른 듯 촉촉한 피부로 케어해줍니다. 스킨 팩 화장솜에 스킨을 듬뿍 적셔 건조한 피부에 붙이고 10분후에 떼어냅니다.", , ,한국,"정제수, 글리세린, 이소펜틸디올, 1,2-헥산디올, 쌀발효여과물(10,000 ppm), C12-14파레스-12, 폴리글리세릴-4카프레이트, 페닐트리메치콘, 에칠헥실글리세린, 레몬씨오일, 로즈우드오일, 메칠프로판디올, 사탕수수추출물, 포도추출물, 사과추출물, 디소듐이디티에이",해당 없음,"1) 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담할 것. 2) 상처가 있는 부위 등에는 사용을 자제할 것. 3) 보관 및 취급 시의 주의사항 가) 어린이의 손이 닿지 않는 곳에 보관할 것. 나) 직사광선을 피해서 보관할 것.",제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/1197407593?itemId=2181287183&vendorItemId=70179342411&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:27
1332616461,2357330817,76656564244,토리든 (1+1) 다이브인 저분자 히알루론산 세럼 50ml,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/68f8/68360719592232926c7daa528dad4e785e0eb7d932418fd32dac97af43bc.jpg,"25,830",27%,"35,500원",,186개 상품평,토리든,, , , , ,상품 상세페이지 참조,상품 상세페이지 참조,상품 상세페이지 참조, , , , , ,블랙망고,189-28-00985,2020-서울중랑-1148,서울특별시 중랑구 동일로123가길 19-5 (중화동),blackmango721@naver.com,김환진,010-2582-7210,블랙망고 / 김환진,https://www.coupang.com/vp/products/1332616461?itemId=2357330817&vendorItemId=76656564244&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:27
